Date,Close,High,Low,Open,Volume,AI_Regime_Score,AI_Stock_Sentiment
2023-04-04,163.41754150390625,164.61137005549932,162.90448337873613,164.37458557847015,46278300,0.34225802849666287,0.5808357091356487
2023-04-05,161.57254028320312,162.845317301899,159.63872977420775,162.53946059266778,51511700,0.20848034444801755,0.5374133199020003
2023-04-06,162.46046447753906,162.75646006875297,159.835993319716,160.26024212498575,45390100,0.4338085787856276,0.35108768697569415
2023-04-10,159.86563110351562,159.86563110351562,157.94168186492254,159.26377877195932,47716900,0.3809680534715776,0.4278113690347362
2023-04-11,158.6520538330078,160.19121311129285,158.36591919116847,160.1813521100088,47644200,0.35235800525608385,0.20298296773966087
2023-04-12,157.96141052246094,159.89522066020655,157.64567781550258,159.06644488688698,50133100,0.3985120902525946,0.06859276825575393
2023-04-13,163.34849548339844,163.585295053308,159.2637969960001,159.47099850154177,68445600,-0.16549019143172483,0.10602564898994629
2023-04-14,163.003173828125,164.09834733508953,161.6317416937249,162.39144539168964,49386500,-0.05537840376516767,0.2572771835151329
2023-04-17,163.0228729248047,163.1807392768596,161.83890539432053,162.8847436304976,41516200,-0.018751183460572918,0.2
2023-04-18,164.24632263183594,165.17376867697192,163.43726882906975,163.8812698478859,49923000,0.05859367139951155,0.30415813867862196
2023-04-19,165.39083862304688,165.91375779040226,163.3287449605883,163.5852815705882,47720200,0.09768181665088072,0.37596197583276764
2023-04-20,164.42391967773438,165.6276243886042,163.3484832728481,163.87140244421354,52456400,0.1370107834084966,0.31907250421703426
2023-04-21,162.81568908691406,164.226580111448,162.29276996055185,162.84528714652217,58337300,0.06239268284889776,0.2053632307313032
2023-04-24,163.1215057373047,163.38790326341336,161.7007390046725,162.79591210649644,41949600,0.08722038266131593,0.006007370465348743
2023-04-25,161.5823974609375,164.08846202710322,161.54292334211996,162.98342757965568,48714100,0.12969354513970266,-0.04416608732065683
2023-04-26,161.57254028320312,163.07224081923718,160.62537209042043,160.88189367284764,45498800,0.14790468561576153,-0.09281470860157455
2023-04-27,166.160400390625,166.3083906842776,162.98341161052969,162.98341161052969,64902300,-0.0703623338151742,0.0
2023-04-28,167.41343688964844,167.58117930762924,165.63749302008387,166.23934534853646,55275900,-0.05353318916485095,0.17100106699802609
2023-05-01,167.32464599609375,168.17315888477142,166.38733892318547,167.01878932487827,52472900,0.05156841848992366,0.37190249169023076
2023-05-02,166.2886505126953,168.07448533412125,165.30200842691818,167.81794875664258,48425700,0.04556924557645936,0.45239651147334287
2023-05-03,165.21322631835938,168.63687581044152,164.92710671677185,167.23584575291258,65136000,0.024885124603050368,0.42669470984690916
2023-05-04,163.5753936767578,164.8086963510818,162.11516752574818,162.68742177323023,81235400,0.04279981679753786,0.12264718073164588
2023-05-05,171.25146484375,171.9717093122383,168.478988085668,168.69605053726107,113453200,-0.9778794865876392,0.03468727251537075
2023-05-08,171.18240356445312,171.5277343198539,169.8109716539451,170.1760244116815,55962800,-0.8181422479752949,0.340687415699814
2023-05-09,169.47552490234375,171.22187065365208,169.3077975448434,170.73842563937583,45326900,-0.8449640477854821,0.3015881440867392
2023-05-10,171.24160766601562,171.70533067690712,169.60377809797177,170.70882753380215,53724500,-0.834742145400069,0.17336728653714886
2023-05-11,171.42906188964844,172.25783762602444,169.87016559220018,171.5277321199156,49514700,-0.37736867049212663,0.27987171617203077
2023-05-12,170.50033569335938,171.97245613352067,168.94915782664347,171.5377307421917,45533100,-0.3983744397631921,0.3754859154367452
2023-05-15,170.00634765625,171.13267487374878,169.4135375098661,171.0832715155854,37266700,-0.4096560722250986,0.31316415086153027
2023-05-16,170.00634765625,171.0635071571624,169.73958158279842,169.92730529834623,42110300,-0.3962241559588018,0.37411413601070137
2023-05-17,170.618896484375,170.8560084675657,168.37611683004317,169.65065404284252,57951600,-0.383944585476663,0.3747159383660829
2023-05-18,172.95057678222656,173.13830046836398,170.51019901401196,170.92516002115397,65496700,-0.41938949354565147,0.24058506092188922
2023-05-19,173.0592803955078,174.27452457823847,172.84191768629904,174.27452457823847,55809500,-0.33944828568545904,0.28235537614496137
2023-05-22,172.1107635498047,172.61465661362408,171.36975852728045,171.89340087046807,43570900,-0.3757272771498976,0.2921295824876933
2023-05-23,169.50245666503906,171.30063640969706,169.22581594675142,171.0536346915268,50747300,-0.4627080484147197,0.2979134394363382
2023-05-24,169.77906799316406,170.35211368921475,168.47490698639612,169.03806296692736,45143500,-0.4597290962979039,0.20351397706531954
2023-05-25,170.91531372070312,171.814388514026,169.63090177565675,170.3422679275043,56058300,-0.10392295493307468,0.3146736345778464
2023-05-26,173.32601928710938,173.66195304430255,171.03385143516303,171.24133948884744,54835000,-0.17014341344709139,-0.025514694981839767
2023-05-30,175.17361450195312,176.84334846181008,174.45237373510062,174.8376957969301,55964400,-0.2061606201604118,0.13815117918822764
2023-05-31,175.1242218017578,177.19904230758075,174.64009299685546,175.20326416230037,99625300,-0.16923256987218038,0.36392855332966917
2023-06-01,177.93014526367188,177.95978426232014,174.8080400825605,175.56880955803746,68901800,-0.2068766497145491,0.2785137526912673
2023-06-02,178.77984619140625,179.59989373048958,177.11011211219468,178.85888855278898,61996900,-0.09854744703985352,0.3926025173077579
2023-06-05,177.42626953125,182.73186141970515,175.90473056039738,180.43969339813148,121946500,1.0,0.5023999377793907
2023-06-06,177.0607147216797,177.95978950011877,175.30204865399,177.81159450251565,64848400,1.0,0.42791997620476563
2023-06-07,175.68739318847656,179.03673595726826,175.19338974130497,176.2999526387169,61944600,1.0,0.3984378433861724
2023-06-08,178.4043731689453,178.6711241175685,175.33167179585084,175.76638207072082,50214900,1.0,0.2744796835504228
2023-06-09,178.78973388671875,180.0444917855316,178.4636898031236,179.32325097528164,48900000,1.0,0.28930864445358223
2023-06-12,181.5857696533203,181.68457636718009,178.7995982167716,179.09600328256303,54274900,0.9674255561582179,0.29958781357718295
2023-06-13,181.1115264892578,181.94144859403625,180.2519653861507,180.6076484418825,54929100,0.9701502173432461,0.45172183513041264
2023-06-14,181.74383544921875,182.1785608236948,179.83698969165084,181.17078973520816,57462900,0.9788312371906661,0.6161518651095741
2023-06-15,183.77914428710935,184.2830374169013,181.57589328622848,181.7537423543279,65433200,0.9324703984689344,0.6232641359011393
2023-06-16,182.7022247314453,184.7474061455162,182.0600263098281,184.4905147162389,101256200,0.9519773216004991,0.6401186929200335
2023-06-20,182.79112243652344,183.8680612460024,182.19832743508823,182.19832743508823,49799100,0.9514751250211979,0.49973853306885874
2023-06-21,181.75375366210935,183.18636063386023,180.40017397466636,182.68246747271863,49515700,0.94889541381099,0.4479958145741497
2023-06-22,184.7572479248047,184.8066512736315,181.46718389330616,181.5363515968208,51245300,1.0,0.36848131314716054
2023-06-23,184.4410858154297,185.31053654650356,182.7911164149862,183.3246484820673,53117000,1.0,0.3753409074703092
2023-06-26,183.0480194091797,185.79467703737228,183.0084906957425,184.5893075659166,48088700,0.9744571662978323,0.32064960464897185
2023-06-27,185.80455017089844,186.13059421306957,183.4432146010413,183.66057729582204,50730800,0.9575246290093864,0.31770232852531904
2023-06-28,186.9803009033203,187.62249934110088,185.350095591546,185.6761245932701,51216800,0.9928910731385581,0.43531992865151975
2023-06-29,187.31622314453125,187.7904773075337,186.67402469467496,186.8123450566035,46347300,1.0,0.5678129948565607
2023-06-30,191.6436920166016,192.14757008838143,188.96618679019105,189.33175958026345,85213200,0.8244632449089967,0.5090341940606419
2023-07-03,190.1518096923828,191.5547776450248,189.46019281962836,191.4559709272632,31458200,0.7320682400854912,0.5992667066463787
2023-07-05,189.03536987304688,190.6655752957469,188.33387831143204,189.2724969662243,46920300,0.7567407335919007,0.42521230923980596
2023-07-06,189.50962829589844,189.7171164080468,186.93092931349167,187.56325321728,45094300,0.7777501602626381,0.3811826934863836
2023-07-07,188.39312744140625,190.35926638037827,187.95841711755844,189.1143832525221,46815000,0.8064814757289982,0.3764416892940898
2023-07-10,186.3479766845703,187.7114309918433,184.796798659538,186.9901751208951,59922200,0.7837540765699802,0.23408564142819357
2023-07-11,185.8243103027344,187.02967973701,184.3620645421884,186.89135939582036,46638100,0.7658743885756212,0.17630304336148042
2023-07-12,187.49403381347656,189.40087948911423,186.20962210110736,187.4051017537648,60750200,0.8713040132986145,0.14365995642134777
2023-07-13,188.25482177734372,188.897035286273,187.5039419858172,188.2153081360164,41342300,0.882491722407173,0.26396926071486065
2023-07-14,188.40301513671875,188.88712881002036,187.35573036289856,187.948525384943,41616200,0.8834561654834046,0.17933231051605744
2023-07-17,191.66343688964844,191.9894809296959,189.50957431242836,189.59849130268125,50520200,0.7701487143139577,0.2049060853356441
2023-07-18,191.40652465820312,191.99933468029775,190.11223835494116,191.0310923816093,48288200,0.8096639156664991,0.4063359097255207
2023-07-19,192.7601318359375,195.85258285437448,190.3395031262878,190.7841182449009,80507300,0.7973940953509326,0.29952150767912855
2023-07-20,190.81375122070312,194.1136901954007,190.19130213491889,192.7502360363635,59581200,0.7289597267614234,0.30611994203887094
2023-07-21,189.6380157470703,192.63167495782972,188.9365243295844,191.77211391982547,71951700,0.8393523656897353,0.1706827787722908
2023-07-24,190.43832397460935,192.57242242955687,189.9443205401746,191.0904121262525,45377800,0.8415193108701343,-0.11566986866976847
2023-07-25,191.29788208007807,192.10805493602857,190.60628029804008,191.01136672601527,37283200,0.9059679844703487,0.017210042812007914
2023-07-26,192.16732788085935,193.29365506077997,191.00148706119936,191.34728040522955,47471900,1.0,0.13803208671642467
2023-07-27,190.9026641845703,194.8349268024685,190.2407014755217,193.66908608151945,47460200,1.0,0.15832464483193917
2023-07-28,193.4813690185547,194.2717774555962,191.81163515269853,192.33527753863385,48291400,0.8887373395211929,0.14819029701132636
2023-07-31,194.09393310546875,194.13346181996275,192.918202599764,193.70861105598289,38824100,1.0,0.40836659998777347
2023-08-01,193.26402282714844,194.3705856880401,192.93797875368105,193.88647197429415,35175100,1.0,0.47101552559672455
2023-08-02,190.27035522460935,192.83916391140565,189.5491144671544,192.70084355962268,50389300,1.0,0.34515296948277635
2023-08-03,188.8772430419922,190.06284809201932,188.40300403713852,189.27245477585868,61235200,1.0,0.10636019299274026
2023-08-04,179.80735778808594,185.13271368389903,179.73819007769723,183.295020485719,115956800,-0.3084417108809083,0.023482450685644665
2023-08-07,176.70504760742188,180.93371611312844,175.22303719441848,179.94570917112617,97576100,-0.3858722936574075,-0.4559249114555107
2023-08-08,177.64361572265625,178.10798009875546,175.45023954323045,177.5349343777014,67823000,-0.41586336939692203,-0.5095858473880639
2023-08-09,176.05294799804688,178.76007719518685,174.88709204262926,178.70079919463467,60378500,-0.36767525133191725,-0.5316200018889157
2023-08-10,175.83558654785156,178.58224448237493,175.4700288246158,177.32747151707323,54686900,-0.3424801533883035,-0.525686450109555
2023-08-11,175.8949432373047,176.71609814181758,174.66816996475507,175.42996682009905,52036700,-0.34066180039074534,-0.5089254769931552
2023-08-14,177.54713439941406,177.7746785921086,175.42004228880285,176.07301094207762,43675600,-0.19899951304508168,-0.5513079692854967
2023-08-15,175.55853271484375,177.56689345440594,175.16280240901472,176.9732979956624,43622600,-0.22333890608230722,-0.5060555231413789
2023-08-16,174.68795776367188,176.63694575843348,174.61869664349865,175.24198634047178,46964900,-0.1504615570095762,-0.5870581991633744
2023-08-17,172.14535522460938,175.61793712814787,171.6308936142582,175.25188574378228,66062900,-0.18637245369436228,-0.5812248501194287
2023-08-18,172.63014221191406,173.23364091556027,170.12711031715548,170.46348268413263,61172200,-0.2169609050412551,-0.7657918762182194
2023-08-21,173.96572875976562,174.25264612165492,171.88812158676677,173.20394701107267,46311900,-0.2564405658084674,-0.7739274154369429
2023-08-22,175.34088134765625,175.7860817280131,174.37133150436787,175.17269520823896,42038900,-0.2943197300532936,-0.6833849447422015
2023-08-23,179.18943786621094,179.61486234805133,176.42918310654636,176.61716031274474,52722800,-0.5949504588987677,-0.5608207642016757
2023-08-24,174.49996948242188,179.16966018527063,174.13390304899033,178.74423570753817,54945800,-0.8266856331556331,-0.3331867430615395
2023-08-25,176.7062225341797,177.2404601102408,173.9459673815929,175.4893371526004,51449600,-0.8127651747737763,-0.2149106899570765
2023-08-28,178.2693328857422,178.6650631932981,176.64681447093324,178.17039276078145,43820700,-0.866304238108778,4.93672338768647e-05
2023-08-29,182.15745544433597,182.9291401969668,177.58670497165372,177.78457014737916,53003900,-1.0,0.02561866319645091
2023-08-30,185.64984130859372,185.84772159478027,182.77087033679464,182.9687355268348,60813900,-1.0,0.22844735286811968
2023-08-31,185.8675079345703,187.10418431162185,185.4816655087761,185.83782890921285,60794500,-1.0,0.3271772708937067
2023-09-01,187.4405670166016,187.8956554579994,186.27313669620688,187.4702460412081,45766500,-0.141428005809757,0.33070949812826567
2023-09-05,187.677978515625,187.95499277883357,185.61025951662367,186.27311615331163,45280000,0.08170490971290789,0.32894854331891166
2023-09-06,180.9603576660156,186.83704535292617,179.5357042757167,186.39182984634903,81755800,-0.6676203372016825,0.42787495488312716
2023-09-07,175.6674041748047,176.3104849506932,171.69024870609164,173.31276751432003,112488800,-1.0,0.18355494708151154
2023-09-08,176.28077697753906,178.3188321743013,175.89493458078306,176.4489782367689,65551300,-1.0,0.09539126075688657
2023-09-11,177.44821166992188,178.3781946740771,175.4497385181934,178.15065045906456,58953100,-1.0,0.09853073690487761
2023-09-12,174.4208221435547,178.2100000030001,172.95660168355545,177.57682236385347,90370200,-1.0,0.09442083523641216
2023-09-13,172.3531036376953,175.4101637291933,172.12554433664133,174.62857587906927,84267900,-1.0,-0.023876056904661738
2023-09-14,173.86679077148438,174.22295413122683,171.72981061302968,172.14533201670497,60895800,-1.0,-0.18600262049198166
2023-09-15,173.14456176757812,174.61868528190746,171.967258666553,174.59889423512476,109259500,-1.0,-0.01885684683129
2023-09-18,176.07302856445312,177.46800307348116,174.2922116482627,174.59890495957814,67257600,-1.0,-0.11097534710550874
2023-09-19,177.1613006591797,177.71532920549458,175.24197669791334,175.62781908525017,51826900,-1.0,-0.06564064350513946
2023-09-20,173.6194610595703,177.78457830053213,173.5304088946865,177.3492658362857,58436200,-1.0,-0.16295528021531866
2023-09-21,172.07608032226562,174.42082885900223,172.006834299268,172.68948203416045,63149100,-1.0,-0.3917526644018804
2023-09-22,172.92691040039062,175.19250979208792,172.19480770645978,172.8081943086496,56725400,-0.8797639125464585,-0.4305134476656815
2023-09-25,174.20315551757812,175.08366835534056,172.2937196425223,172.34318970903263,46172700,-0.829343453398258,-0.46350841064020815
2023-09-26,170.12709045410156,173.3325457352886,169.83028512536117,172.95660640862047,64588900,-1.0,-0.41651384974134315
2023-09-27,168.61338806152344,171.19556880826096,167.24810767663843,170.78004737841366,66921800,-0.7360324622964654,-0.36463511527851833
2023-09-28,168.87063598632812,170.19634944676713,165.8333515413796,167.5350194532839,56294400,-0.48727739750800314,-0.2720340828179522
2023-09-29,169.38507080078125,171.22524557281096,168.52433390834895,170.18643455541363,51861100,-0.499804433324198,-0.2897471496989056
2023-10-02,171.8980255126953,172.44216616664136,169.10807621217995,169.3949936006915,52164500,-0.6003794155036781,-0.32354144114578476
2023-10-03,170.56239318847656,171.77929356494764,168.9992475938596,170.42388604353025,49594600,-0.5899141926185698,-0.10336333775543252
2023-10-04,171.80894470214844,172.35308521759683,169.14761525980057,169.26633133730053,53020300,-0.11369490000959104,-0.07563722798415014
2023-10-05,173.04562377929688,173.57986123329636,170.83938266052527,171.93755168454948,48527900,0.2900193340088958,-0.08791263949123135
2023-10-06,175.59814453125,176.092815045354,171.33407201891083,171.94747372177912,57266700,0.15851658819376868,-0.004135805461508539
2023-10-09,177.08213806152344,177.1414961017949,173.92613808717138,174.9253669894116,42390800,0.14183420249841994,-0.02016804762256541
2023-10-10,176.488525390625,177.80435062036204,176.0532129722285,176.20162316730602,43698000,0.3188413802416278,-0.0033064213915523057
2023-10-11,177.88351440429688,177.9329844734106,175.70696722860302,176.300562769531,47551100,0.39773592945895053,0.13666212887568663
2023-10-12,178.78382873535156,180.3964443900188,177.13161588848607,178.1506510638416,56743100,0.42379311406440223,0.2785946851246736
2023-10-13,176.9436492919922,179.9908063804386,176.24121051823693,179.48624788964275,51427100,0.3561285342305499,0.28030314648112153
2023-10-16,176.8150177001953,177.17118104988546,174.6285675347915,174.86601479996662,52517000,0.5276769677749698,0.12770909225366198
2023-10-17,175.2617645263672,176.51823191229096,172.93682206936518,174.76709399132676,57549400,0.5036138536328635,0.381917516969755
2023-10-18,173.96572875976562,175.68718764266174,173.24351401125745,173.7085055181981,54764400,0.7425003035310164,0.37880339621394826
2023-10-19,173.5897979736328,175.94441955236843,173.32267164674883,174.16360253338752,59302900,0.8007077194416535,0.2740802757941394
2023-10-20,171.03726196289062,173.55018124096887,170.79981470903,173.44135313663412,64244000,0.661086109237345,0.22788269822853194
2023-10-23,171.156005859375,172.15523490983713,168.1187215150264,169.08828663709707,55980100,0.7061882514599903,-0.04655075807650832
2023-10-24,171.59130859375,171.81885280099095,169.62251453312876,171.20546620053886,43816600,1.0,0.034364573828227524
2023-10-25,169.2762451171875,171.21534495437086,168.83102960610762,170.04792986204652,57157000,1.0,-0.01321993398838245
2023-10-26,165.11109924316406,169.55324523930184,163.90410215906684,168.554001286647,70625300,0.5958261102080207,-0.21488829775203683
2023-10-27,166.4269256591797,167.1590433521086,165.05174242645683,165.13089150916355,58499100,0.5520133694217231,-0.5475196752224042
2023-10-30,168.47488403320312,169.3455090048735,167.07002152646473,167.218431744534,51131000,0.6024917729985584,-0.5612270321272939
2023-10-31,168.9497833251953,169.07838740239757,166.1103641120373,167.54492077929578,44846000,0.6289305490184792,-0.39205852711731554
2023-11-01,172.1156463623047,172.37286957481675,168.30667766450742,169.1773025316942,56934900,0.4250300933614153,-0.4576748425445825
2023-11-02,175.67727661132812,175.88502975328987,173.5897666401313,173.64912468069178,77334800,0.19610956048810335,-0.3060853413049841
2023-11-03,174.76708984375,174.93529110628108,171.5022764668811,172.3827893945109,79829200,0.3060561906564233,-0.05387256311573253
2023-11-06,177.31956481933594,177.517429979593,174.33176617832314,174.49995231934884,63841300,0.2178851311882707,-0.08431720048776115
2023-11-07,179.8819580078125,180.4953444952308,177.06233058738,177.2700837090538,70530000,0.11138760714683704,0.0813758713240263
2023-11-08,180.94058227539065,181.4946108426327,179.65443590363796,180.4063447558776,49340300,0.12557210866132318,0.22280030340642668
2023-11-09,180.46568298339844,182.15744752284812,179.87207238589124,181.00982351508927,53763500,0.1300460775770519,0.2698857858991224
2023-11-10,184.65611267089844,184.8245355233408,181.81296804065445,182.2488540012565,66133400,-0.06700906602781997,0.37475323276450184
2023-11-13,183.0710906982422,184.28957909475852,182.4866141219331,184.0815522328342,43627500,-0.12535308795245048,0.4618468906065411
2023-11-14,185.6864013671875,186.35013134634684,184.5570672791196,185.94396348691,60108400,-0.1343619135828653,0.37786782694821797
2023-11-15,186.25103759765625,187.72710311138576,186.0231936311185,186.09254599086609,53790500,-0.07162849888330647,0.5348696565553672
2023-11-16,187.93516540527344,189.173470968727,186.88506958999568,187.79647578680803,54412900,-0.06742685403610271,0.7806431982419795
2023-11-17,187.91531372070312,188.59886068457092,186.8057969770521,188.47007209252865,50922700,0.13208377877526045,0.783586511916977
2023-11-20,189.6588897705078,190.1145928994173,188.10358573904105,188.1134867424389,46505100,0.13221911970600608,0.764758563892749
2023-11-21,188.85647583007807,189.72824786854497,187.96490178421791,189.61927636373665,38134500,0.08504637492857248,0.7759408881865545
2023-11-22,189.5201873779297,191.12502655036587,189.0446822742513,189.6985112393308,39617700,0.29730848695068623,0.6881986650365866
2023-11-24,188.19271850585935,189.11401054524023,187.47945332619432,189.0842924224237,24048300,0.8279993092534452,0.6460300381048498
2023-11-27,188.014404296875,188.886176253634,187.13273133734725,188.14319291304204,40552600,0.7895071222591669,0.6145875680168689
2023-11-28,188.61871337890625,189.2923595229068,187.62806884410935,188.00451860446373,38415400,0.8144071950703953,0.5492763924556999
2023-11-29,187.59832763671875,190.29288164913223,187.2020759179661,189.11401237919708,43014200,0.7315130384160397,0.49888125243963144
2023-11-30,188.17291259765625,188.53946132762457,186.42938378571617,188.06394110215783,48794400,0.8724748556917954,0.38099870241685296
2023-12-01,189.4508514404297,189.76784980640184,187.4596464071562,188.5493613565116,45704800,1.0,0.4385550893040843
2023-12-04,187.65777587890625,188.2719857330804,185.69630404843608,188.20263336404665,43389500,1.0,0.3270258287836157
